split,rep,comparison,model_a,model_b,metric,value
test,1607,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.00582397509137092
test,1607,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,0.0031348207584008803
test,1607,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,-0.00010201999591930022
test,1607,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,0.0009809446679836797
test,1608,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.011465999268317262
test,1608,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.0077173030056864045
test,1608,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.0051483202491997004
test,1608,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,0.002055022581826438
test,1608,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.011575954508529662
test,1608,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,0.0001812320554324398
test,1609,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.013657572389647044
test,1609,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.013667890656874682
test,1609,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.006418430429693145
test,1609,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,0.005269688211435919
test,1609,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.001835985312117483
test,1609,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,0.001509788981375687
test,1610,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.011312892642979744
test,1610,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.013787510137875048
test,1610,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.005246762869602822
test,1610,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,0.0028436124394493056
test,1610,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.0023317112733171053
test,1610,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,0.0006812987768223533
test,1611,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.012367203364678114
test,1611,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.009987770077456104
test,1611,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.005456726667683015
test,1611,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,0.0025050916787165978
test,1611,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.007439869547492872
test,1611,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,0.0008066991808953206
test,1612,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.010120659231672158
test,1612,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.006765067650676526
test,1612,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.004406248573389976
test,1612,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,0.0013119950056232899
test,1612,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.0059450594505945364
test,1612,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,0.00025569837348618507
test,1613,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.007666538143448309
test,1613,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.009137983551629647
test,1613,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.003738831662116887
test,1613,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,0.0031374208553802685
test,1613,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.0030459945172098823
test,1613,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,0.000847950898213462
test,1614,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.011320450709479846
test,1614,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.01284515019722865
test,1614,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.005091381271331463
test,1614,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,0.0024534275036266484
test,1614,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.002427429958531402
test,1614,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,0.0006672598535422125
test,1615,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.010162792876359017
test,1615,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.00922887612797374
test,1615,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.0046774503347617735
test,1615,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,0.0030190027629095617
test,1615,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.006870385561935977
test,1615,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,0.0007149451821239494
test,1616,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.011967475037784614
test,1616,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.011438404696831661
test,1616,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.00570937325216847
test,1616,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,0.004491804353208284
test,1616,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.0013159226642371902
test,1616,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,0.0012930719053998452
test,1617,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.00999848575622353
test,1617,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.005593409946099914
test,1617,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.004769942790945947
test,1617,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,0.003352853383631449
test,1617,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.007423980473914349
test,1617,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,0.0006896299780707049
test,1618,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.012027617143225311
test,1618,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.01065792170526747
test,1618,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.005498625811781593
test,1618,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,0.002904859674963678
test,1618,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.003279360524697683
test,1618,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,0.0008025972499800804
test,1619,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.010356201203555626
test,1619,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.01579537348415372
test,1619,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.004857014554266709
test,1619,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,0.0030293228490272384
test,1619,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,-0.0020381127076327665
test,1619,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,0.0006446600052213147
test,1620,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.013416027395090846
test,1620,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.009448338921060562
test,1620,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.006133301398411756
test,1620,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,0.004325802925015165
test,1620,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.0022350909275627995
test,1620,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,0.0016342734694756167
test,1621,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.011694457558220628
test,1621,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.011500101770812177
test,1621,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.005118340206198807
test,1621,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,0.004680177599416191
test,1621,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.0012212497455729165
test,1621,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,0.001564504078478579
test,1622,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.01294425384472786
test,1622,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.007872405684490325
test,1622,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.005861795724053431
test,1622,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,0.006022692560951337
test,1622,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.005827624987220115
test,1622,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,0.0019385786259763782
test,1623,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.01159223126573028
test,1623,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.013805092545249975
test,1623,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.005323459875068048
test,1623,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,0.0026258723453602695
test,1623,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,-0.0006135596686777101
test,1623,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,0.0008912549156805949
test,1624,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.010233541572005955
test,1624,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.01193124368048537
test,1624,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.0047146167688524865
test,1624,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,0.002543247043982233
test,1624,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.0045500505561172355
test,1624,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,0.0005870430527735726
test,1625,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.008431502781553246
test,1625,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.009319286871961152
test,1625,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.004094955716278659
test,1625,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,0.003129391721956809
test,1625,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.003646677471636939
test,1625,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,0.0005755202591562758
test,1626,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.012154049337547601
test,1626,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.008686765457332601
test,1626,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.005404299652462308
test,1626,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,0.0015975974097460766
test,1626,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.002452733776188043
test,1626,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,0.00029172569041105434
test,1627,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.011371793637354854
test,1627,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.014042942912384282
test,1627,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.005306268676437048
test,1627,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,0.005296551524695325
test,1627,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.003358095044265763
test,1627,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,0.0017809462194230685
test,1628,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.009440103095636032
test,1628,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.0069105691056911
test,1628,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.004360416563187891
test,1628,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,0.0028027946370864365
test,1628,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.004878048780487809
test,1628,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,0.0005974971433470033
test,1629,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.008176520738216841
test,1629,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.004581551618814905
test,1629,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.0037946528677360036
test,1629,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,0.003144969290129751
test,1629,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.003359804520464249
test,1629,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,0.0007189399409376074
test,1630,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.011692835418424363
test,1630,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.010921710727773815
test,1630,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.005139224347898236
test,1630,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,0.0022238303167196882
test,1630,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.005716035521077911
test,1630,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,0.00047226394840174657
test,1631,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.01072590665192874
test,1631,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.008338480543545357
test,1631,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.004843144066645849
test,1631,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,0.0029572827386586953
test,1631,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.005353098620547669
test,1631,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,0.0009174503396173761
test,1632,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.011335978014228809
test,1632,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.008980508215124083
test,1632,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.0052580698625261935
test,1632,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,0.004583920597590163
test,1632,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.00428615164812729
test,1632,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,0.0014831548287772278
test,1633,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.010840084630387214
test,1633,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.014257671247029702
test,1633,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.00509823697298839
test,1633,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,0.0033368450124179327
test,1633,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.004959189998966829
test,1633,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,0.001077868988327374
test,1634,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.011516767460438393
test,1634,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.007070707070707116
test,1634,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.0052800701049361964
test,1634,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,0.004328478554196935
test,1634,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.00666666666666671
test,1634,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,0.0013676109552392957
test,1635,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.008622083311547124
test,1635,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.011642156862745168
test,1635,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.0040692934625954635
test,1635,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,0.0028546048566443494
test,1635,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.005821078431372473
test,1635,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,0.0005149734523376415
test,1636,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.008634098657128497
test,1636,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.00589910496338486
test,1636,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.003931727203525859
test,1636,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,0.0025172774775339413
test,1636,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.0061025223759154645
test,1636,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,0.0007375677839651096
test,1637,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.009922309820760034
test,1637,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.0093967869051228
test,1637,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.004482394766753134
test,1637,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,0.0036787884616328315
test,1637,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.006769728200464731
test,1637,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,0.001000193706021335
test,1638,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.011723618280843895
test,1638,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.014805800628739485
test,1638,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.00530129128835477
test,1638,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,0.002069750371000323
test,1638,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.00010140959334747901
test,1638,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,0.0005000470930783818
test,1639,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.011086449115717656
test,1639,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.010516642842556712
test,1639,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.004995898446689184
test,1639,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,0.001602241584735431
test,1639,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.0019399632428016567
test,1639,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,0.0003662874016508444
test,1640,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.011404198302130908
test,1640,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.008162031438935902
test,1640,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.005002370028651226
test,1640,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,0.0021535917975719077
test,1640,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.005038291011688845
test,1640,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,0.0004881499122923738
test,1641,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.011968124793194979
test,1641,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.011595971925541626
test,1641,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.005230798901141032
test,1641,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,0.002061789873864961
test,1641,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.0063065812226630324
test,1641,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,0.0004798791060318941
test,1642,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.009676419791418645
test,1642,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.005329507020600643
test,1642,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.00477536084430899
test,1642,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,0.00441661357686296
test,1642,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.003074715588808008
test,1642,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,0.0009119446596981551
test,1643,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.011303639910891117
test,1643,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.014699835526315819
test,1643,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.005166817087070813
test,1643,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,0.004723835525255904
test,1643,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.0023643092105263275
test,1643,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,0.0015915625073239237
test,1644,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.012988434877670318
test,1644,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.018624058619987727
test,1644,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.005966207330310808
test,1644,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,0.0037957627207254596
test,1644,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.0026460411154081154
test,1644,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,0.0013627772522981085
test,1645,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.010661836855360485
test,1645,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.013391059202577438
test,1645,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.004692928388840278
test,1645,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,0.002511452499683653
test,1645,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.0
test,1645,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,0.00059563431467477
test,1646,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.010854842079895954
test,1646,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.01032075280785194
test,1646,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.004786019175088113
test,1646,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,0.0032348715816368223
test,1646,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.0026307801274916276
test,1646,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,0.0009684416696099374
test,1647,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.009873596571475018
test,1647,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.00630017274667205
test,1647,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.00448652267161484
test,1647,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,0.0031426449979569115
test,1647,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.003048470683873594
test,1647,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,0.0008130507117637686
test,1648,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.010184873536723038
test,1648,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.010490935017315128
test,1648,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.004686812952755914
test,1648,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,0.00432162450678486
test,1648,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.0027500509268689743
test,1648,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,0.0013325754882730634
test,1649,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.011749802644474894
test,1649,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.0121236613457264
test,1649,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.005328754698328081
test,1649,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,0.0038429261920227553
test,1649,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.00656698322893523
test,1649,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,0.0010546347851659033
test,1650,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.013686690536560131
test,1650,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.013570994531091785
test,1650,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.006029103519755191
test,1650,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,0.003960825987272987
test,1650,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.002430625886165716
test,1650,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,0.0013689331654785364
test,1651,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.010602766934178276
test,1651,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.010887428101889918
test,1651,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.004723675017165446
test,1651,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,0.0028216545495881595
test,1651,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.00041084634346755244
test,1651,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,0.000594552784350888
test,1652,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.01183077589916226
test,1652,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.012144096336360932
test,1652,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.005232711419356523
test,1652,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,0.0022188895276216147
test,1652,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.007449739769364139
test,1652,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,0.000727518952587769
test,1653,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.009866471964059542
test,1653,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.009660362009355272
test,1653,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.004729341552423744
test,1653,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,0.004021128358345449
test,1653,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.0005084401057555699
test,1653,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,0.0010623438587798462
test,1654,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.011622041451158638
test,1654,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.012968734291746165
test,1654,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.0053908405107901125
test,1654,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,0.002498541129832055
test,1654,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,-0.00020106564793398451
test,1654,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,0.0006247305621647214
test,1655,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.012413120408148681
test,1655,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.011210762331838486
test,1655,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.005498840596967758
test,1655,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,0.004388554249659782
test,1655,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.0024459845087647647
test,1655,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,0.001448050424681907
test,1656,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.01178573831937324
test,1656,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.012182741116751217
test,1656,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.005413372990822174
test,1656,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,0.0023840945923550017
test,1656,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.0006091370558375386
test,1656,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,0.0006898493992607835
test,1657,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.00922045017362727
test,1657,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.009177087535296446
test,1657,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.0042369829331840025
test,1657,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,0.0029704374887090657
test,1657,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.0001008471157725177
test,1657,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,0.0007966205880674815
test,1658,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.011791770671925605
test,1658,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.010890585241730255
